tweet,label,text_len,tweet_clean,clean_len,label_id
"Demi, jijik bgt deh bukannya apa ya.",disgust,36,demi jijik banget deh bukannya apa ya,37,1
Baca repnya bikin gw sadar soalnya gue orang yg kaya sender. Malah kalo minta tolong anterin malah takut dia risih. Ternyata selama ini aku salah :'),disgust,149,baca repnya bikin saya sadar soalnya saya orang yang kaya sender malah kalau minta tolong anterin malah takut dia risih ternyata selama ini saya salah ',152,1
"Dendi d pateni Yo,jijik bgt e kae ki",disgust,36,dendi d pateni yo jijik banget e kae ki,39,1
"Guten tag, there is your unroll: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan . Have a good day.",disgust,159,guten tag there is your unroll thread by selamat malam teman2 usai penat dan padat seharian bekerja saya ingin menemani dengan twit ringan have a good day,154,1
IH JADI MALU &gt;___&lt;,sadness,24,ih jadi malu gt __ lt,21,4
"Sabar ya mas wkwkwk aku gemes sendiri bacanya. Aku paham kok maksud masnya. Aku sendiri juga suka kpop, cowokku sering ngatain group yg aku suka. Oh jelas aku tersinggung. Tapi karena udah kebal lama2 mencoba utk biasa aja.",joy,223,sabar ya mas haha saya gemes sendiri bacanya saya paham kok maksud masnya saya sendiri juga suka kpop cowokku sering ngatain group yang saya suka oh jelas saya tersinggung tapi karena sudah kebal lama2 mencoba untuk biasa aja,225,3
Ya sdh begitulah daerah sana jangan kucing sedangkan ular aja d mkn udah ga heran klo daerah tomohon,surprise,100,ya sudah begitulah daerah sana jangan kucing sedangkan ular aja d mkn sudah tidak heran kalau daerah tomohon,108,5
apa nata gk muak denger hadeh lu ml,disgust,35,apa nata gk muak denger hadeh kamu ml,37,1
Suka : pulang jam berapa pun mau lewat tengah malem atau sampe subuh gaada yg marahin Duka : apa-apa kudu sendiri,joy,113,suka pulang jam berapa pun mau lewat tengah malem atau sampai subuh gaada yang marahin duka apa-apa kudu sendiri,112,3
Ini paling hal benci dari sd sampe smp anj wkwkwlwkw,anger,52,ini paling hal benci dari sd sampai smp anj wkwkwlwkw,53,0
Yah pokok nya siapa aja lah yang tulus mencintai mu dan saling berbagi suka dan duka,sadness,84,yah pokok nya siapa aja lah yang tulus mencintai mu dan saling berbagi suka dan duka,84,4
"Betul. Setuju sama masnya. Saya juga kpopers dan saya ga ngerasa disenggol ko. Toh emang bener kalo bias saya dikatain sama pacar, pasti saya tersinggung.",anger,154,betul setuju sama masnya saya juga kpopers dan saya tidak ngerasa disenggol ko toh memang bener kalau bias saya dikatain sama pacar pasti saya tersinggung,154,0
"W dlu waktu awal kenal sosmed malah bela2in fpi,sejenis kadrun2nan, radikal bebas.. sekarang w benci banget sama fpi, kadrun2nan dan sejenis mereka. Berani ngatain itu gk relevant krn pengalaman w sendiri juga gitu, otak w dlu belum jadi.",anger,238,saya dlu waktu awal kenal sosmed malah bela2in fpi sejenis kadrun2nan radikal bebas sekarang saya benci banget sama fpi kadrun2nan dan sejenis mereka berani ngatain itu gk relevant karena pengalaman saya sendiri juga gitu otak saya dlu belum jadi,246,0
kalo gua terkenal besok-besok ada jejak digital yg bikin jijik kalian tolong maapin yaa kadang khilaf,joy,101,kalau gua terkenal besok-besok ada jejak digital yang bikin jijik kalian tolong maapin yaa kadang khilaf,104,3
"Ga sii, tp kalo akoe si ngapa2in bilang tp ga per jam juga, per mao ngapain aja wkw. Risih ya putus ih, eh ga ding dibiciriin dili biik2 mana yg bisa bikin saling nyaman",disgust,169,tidak sii tapi kalau akoe si ngapa2in bilang tapi tidak per jam juga per mao ngapain aja wkw risih ya putus ih eh tidak ding dibiciriin dili biik2 mana yang bisa bikin saling nyaman,181,1
"Muak sdh kita melihat sistim penegakan hukum saat ini, semena mena menindas rakyat kecil, sdgkan yg kakap banyak yg bela?",disgust,121,muak sudah kita melihat sistim penegakan hukum saat ini semena mena menindas rakyat kecil sdgkan yang kakap banyak yang bela,124,1
Obrolan kita tenggelam sama seperti perasaan kita yg kecewa masing-masing,sadness,73,obrolan kita tenggelam sama seperti perasaan kita yang kecewa masing-masing,75,4
"suka: bisa merhatiin orang yg beda2 tiap hari wkwk. ada aja yang bisa dijadiin bahan cerita. trus kalo liat pemandangan dari luar kereta/bus rasanya calming padahal tiap hari ngeliat hal yg sama. duka: masuk jam sekian tapi 3 jam sblm itu gue harus udah rapi makan, dandan dll",sadness,276,suka bisa merhatiin orang yang beda2 tiap hari wkwk ada aja yang bisa dijadiin bahan cerita terus kalau liat pemandangan dari luar kereta bus rasanya calming padahal tiap hari ngeliat hal yang sama duka masuk jam sekian tapi 3 jam sblm itu saya harus sudah rapi makan dandan dll,278,4
aww bunyinya ngikngukngiiik [mrsa terkejut],surprise,43,aww bunyinya ngikngukngiik mrsa terkejut,40,5
Malu malu,sadness,9,malu malu,9,4
Bikin Senang.,joy,13,bikin senang,12,3
"Gausah dikeluarin yang, kasian takut ada calon anak presiden nanti",fear,66,gausah dikeluarin yang kasian takut ada calon anak presiden nanti,65,2
HAHAHAHAHAHA AKU RASA TERTIPU HAHAHAHAHAHAHHA,joy,45,hahahahahaha saya rasa tertipu hahahahahahahha,46,3
heran sm magadir,surprise,16,heran sama magadir,18,5
"Sabar ustaz,,, doakan saja manusia2 yg berperilaku seperti hewan itu kena azam Allah kerna telah makan uang2 rakyat sengsara",anger,124,sabar ustaz doakan saja manusia2 yang berperilaku seperti hewan itu kena azam allah kerna telah makan uang2 rakyat sengsara,123,0
"Yang aku heran dari dia adalah ketika dia ga mau kasih tau jika dia ada WA tapi dia kasih WAnya ke bocil2 yg mau curhat ma dia, pikirannya dimana sayang?",surprise,153,yang saya heran dari dia adalah ketika dia tidak mau kasih tahu jika dia ada wa tapi dia kasih wanya ke bocil2 yang mau curhat ma dia pikirannya dimana sayang,158,5
"2in mba, ak juga nyari dimana gantengnya tapi ga ketemu Dahlah takut di serang fansnya",fear,86,2in mba ak juga nyari dimana gantengnya tapi tidak ketemu dahlah takut di serang fansnya,88,2
it's just too painful rasa sengsara mau telan sebiji,sadness,52,it's just too painful rasa sengsara mau telan sebiji,52,4
"Saya selalu risih dengan kata ""kaya"" atau ""miskin"" seolah ada gap. Tapi ini terlanjur kesel aja, maneh teh lain orang kaya tapi sombong!",disgust,136,saya selalu risih dengan kata kaya atau miskin seolah ada gap tapi ini terlanjur kesel aja maneh teh lain orang kaya tapi sombong,129,1
Aku juga lg rewatch ini makin terpesona sama ketampanan dan kharisma Dr Cha,surprise,75,saya juga lg rewatch ini makin terpesona sama ketampanan dan kharisma dari cha,78,5
"ASLI DEH YA HERAN GUA, SUJU DAN HEECHUL KAN GA LIAT EKSPRESI MOMO GIMANA PAS KEJADIAN ITU YAKALI MEREKA MANDANGIN MOMO TERUS. BANGSAT LO",surprise,136,asli deh ya heran gua suju dan heechul kan tidak liat ekspresi momo bagaimana pas kejadian itu yakali mereka mandangin momo terus bangsat kamu,142,5
HUFT AKU GUGUP.,fear,15,huft saya gugup,15,2
"gak heran sih ref, s3 halu mah beda:"")",surprise,38,tidak heran sih ref s3 halu mah beda,36,5
"""sapa neh?"" kesal ambon yang di ikutin lirikan sinis oleh si kepok ""wah anak baru belagu nih mbon"" ujar kepok mengompori ""heh anak baru. Jangan sekate kate lu ya! Lu tau ga, kita disini penghuni lama!"" gertak ambon kesal ""oh ga laku"" sindir si raja sambil terkekeh geli",anger,269,sapa neh kesal ambon yang di ikutin lirikan sinis oleh si kepok wah anak baru belagu nih mbon ujar kepok mengompori heh anak baru jangan sekate kate kamu ya kamu tahu ga kita disini penghuni lama gertak ambon kesal oh tidak laku sindir si raja sambil terkekeh geli,264,0
"Si ezol blm plng"" q mlh mimpi aneh bgt y Allah.. da yg mayat tiba"" bangun trs mnt maaf sm ibu bpk da yg iwan udh plng mlh q gk ketemu sm Ezol lg da yg q marai ezol trs ezol marah dan pergi dr rumah q.q kejar udh gk bs da yg q udh menikah sm org trs ezol slh phm blok semua akun q",fear,279,si ezol belum plng q mlh mimpi aneh banget y allah da yang mayat tiba bangun terus mnt maaf sama ibu bpk da yang iwan sudah plng mlh q gk ketemu sama ezol lg da yang q marai ezol terus ezol marah dan pergi dari rumah q q kejar sudah gk bisa da yang q sudah menikah sama orang terus ezol slh phm blok semua akun q,312,2
MO MURKA,anger,8,mau murka,9,0
Mgkn dia sewot krn bagian dr kelompok yg suka merampok uang rakyat.... Mosok 100 hari perampokan2 BUMN semakin ugal2an lbh ngeri dr sby.... Usut tuntas dana pilpres jokowi... BUMN jagan dijadikan korban utk kemenengan dan kekuasaan.,fear,232,mgkn dia sewot karena bagian dari kelompok yang suka merampok uang rakyat mosok 100 hari perampokan2 bumn semakin ugal2an lebih ngeri dari sby usut tuntas dana pilpres jokowi bumn jagan dijadikan korban untuk kemenengan dan kekuasaan,233,2
"terkejut tibe naik call even aku call sekali je dia tadi, selalu dia susah sedar babee .",surprise,88,terkejut tibe naik call even saya call sekali je dia tadi selalu dia susah sedar babee,86,5
"padahal yg gue pikirin ini belum tentu besok terjadi, tp kenapa gue cemas nya berlebihan bgt? plis help im done with myself",fear,123,padahal yang saya pikirin ini belum tentu besok terjadi tapi kenapa saya cemas nya berlebihan bgt plis help im done with myself,127,2
Wkwkkw.. alternatif saat takut keluar rumah karena virus corona,fear,63,wkwkkw alternatif saat takut keluar rumah karena virus corona,61,2
"Hahaha mungkin karena udh lama ngga ketemu, eh sekali ketemu Sohyunnya lagi cantik bgtt. Mana ngga gugup cobaa",fear,110,hahaha mungkin karena sudah lama tidak ketemu eh sekali ketemu sohyunnya lagi cantik bgtt mana tidak gugup cobaa,112,2
"iseng kok,ya nyantai aja kalau ada yang mau syukur ngga ya coba lagi haha",joy,73,iseng kok ya nyantai aja kalau ada yang mau syukur tidak ya coba lagi haha,74,3
"sampe sekarang gue bucin dia, meskipun udah jarang nonton dia. gue bahagia banget pas tahun lalu dia nikah. asli gue udah was was banget dia nikah sama pacarnya yang tahun 2014 itu siapa ya namanya lupa gue ah, pokoknya mba nya jand* . ozil yang pacaran gue yang murka dong asli",fear,278,sampai sekarang saya bucin dia meskipun sudah jarang nonton dia saya bahagia banget pas tahun lalu dia nikah asli saya sudah was was banget dia nikah sama pacarnya yang tahun 2014 itu siapa ya namanya lupa saya ah pokoknya mba nya jand ozil yang pacaran saya yang murka dong asli,279,2
Istigfar woe [[mrasa kesal]],anger,28,istigfar woe mrasa kesal,24,0
"stan kpop di jamanku dlu beda sama yg sekarang. aku bsa beli album sendiri baru tahun 2014 an alias waktu aku hampir lulus kuliah dan mulai bisa nabung. waktu itu juga hampir nonton SS5 di jkt 2013, udah nabung tp ga diijinin. sedih bgt pokoknya, jaman sengsara.",sadness,262,stan kpop di jamanku dlu beda sama yang sekarang saya bsa beli album sendiri baru tahun 2014 an alias waktu saya hampir lulus kuliah dan mulai bisa nabung waktu itu juga hampir nonton ss5 di jkt 2013 sudah nabung tapi tidak diijinin sedih banget pokoknya jaman sengsara,269,4
Sombong = mampu = bangga sama diri sendiri,joy,42,sombong mampu bangga sama diri sendiri,38,3
WKWKWKWKKW KESAL SAYA,joy,21,wkwkwkwkkw kesal saya,21,3
"Orang hadir di hidupmu karena sebuah alasan. Mereka berimu bahagia dan kecewa. Ada yg sesaat, tapi ada yg selamanya,",anger,116,orang hadir di hidupmu karena sebuah alasan mereka berimu bahagia dan kecewa ada yang sesaat tapi ada yang selamanya,116,0
"Risih lah, cringe bgt. Lu siapa gua anjir",disgust,41,risih lah cringe bgt kamu siapa gua anjir,41,1
"masih suka heran sm orang2 yg senang cari muka, pdhl sudah punya muka, se-special itukah urusan dunia (?) ~ bih special mana dibanding terbul manis dobol keju (?)",surprise,162,masih suka heran sama orang2 yang senang cari muka pdhl sudah punya muka se-special itukah urusan dunia bih special mana dibanding terbul manis dobol keju,154,5
gabisa aku gamau ya km salah paham trs. mending diomongin enak enakan aja [mrasa kesal] [tp ttp sabar],anger,102,gabisa saya gamau ya km salah paham trs mending diomongin enak enakan aja mrasa kesal tp ttp sabar,98,0
"Foto kedua yang paling aku suka dari taehyung: tatapannya. Gaada yang natep orang sedalem dia. Langsung nusuk. Jlebb gitu. Bikin sesek rasanya. Bukan sakit, tapi terpesona yang membludak sampe ga sanggup ditampung sama hati.",surprise,224,foto kedua yang paling saya suka dari taehyung tatapannya gaada yang natep orang sedalem dia langsung nusuk jlebb gitu bikin sesek rasanya bukan sakit tapi terpesona yang membludak sampai tidak sanggup ditampung sama hati,221,5
"Halah gue ngerasain hal itu, cmn risih aja gara"" telat dikit doang harus spam spam wkwk",disgust,87,halah saya ngerasain hal itu cmn risih aja gara telat dikit doang harus spam spam haha,86,1
"Iya.. liat aja itu ekspresi tae. Terkejut, kyk emng dr awal udh gak ngarep gt, eh tb"" dikash trs dy senyum lebar bngt. Seneng bngt dy",joy,133,iya liat aja itu ekspresi tae terkejut seperti emng dari awal sudah tidak ngarep gt eh tb dikash terus dia senyum lebar bngt seneng bngt dia,140,3
"sebagai separuh/seperempat, seperlima(?) hati parangdan saya tersinggung",anger,72,sebagai separuh seperempat seperlima hati parangdan saya tersinggung,68,0
Murka lah anjeerrr... Penyebaran penyakit juga tuuh ngeludah sembarangan.,anger,73,murka lah anjeerr penyebaran penyakit juga tuuh ngeludah sembarangan,68,0
Baik nya bu Nicke mundur daripada hrs terseret kedalam rezim pendusta yg sengsara kan rakyat.,anger,93,baik nya bu nicke mundur daripada harus terseret kedalam rezim pendusta yang sengsara kan rakyat,96,0
"Terus kemaren itu dia kan ke office gtu dan duduk deket deket gua literally deket banget dan ngeliatin gitu gua lagi ngapain di depan pc, even gua maen hp pun dia liat I mean like menurut gua kan itu gasopan dan bikin risih bagi gua Dan dia gaada nanya kak itu apa ato gimana",disgust,275,terus kemaren itu dia kan ke office gtu dan duduk deket deket gua sungguh deket banget dan ngeliatin gitu gua lagi ngapain di depan pc even gua maen hp pun dia liat i mean like menurut gua kan itu gasopan dan bikin risih bagi gua dan dia gaada nanya kak itu apa ato bagaimana,275,1
Jijik syu,disgust,9,jijik syu,9,1
Dr. Tirta mau komentar dikit. anda perokok berat dan anda menyesali apa yang anda lakukan. tetapi anda membantu kemenkes unguk kampanye berhenti merokok setelah sakit yang anda derita. Itu sama saja seperti anda slh memilih pacar dan saat anda kecewa anda bilang pacar anda g bnr,sadness,279,dr tirta mau komentar dikit anda perokok berat dan anda menyesali apa yang anda lakukan tetapi anda membantu kemenkes unguk kampanye berhenti merokok setelah sakit yang anda derita itu sama saja seperti anda slh memilih pacar dan saat anda kecewa anda bilang pacar anda g bnr,275,4
"Sekarang apa2 mahal apalagi Omnimbus law mau disahkan yg ruga adalah Pekerja yg gajinya Pas2an ini akan.membuat Rakyat sengsara , Mana Janjinya tiga Kartu saktinya hanya OMDO , hati2 nanti puluhan juta Rakyat Menuntut di Akherat kalau janji tidak dipenuhi.",anger,256,sekarang apa2 mahal apalagi omnimbus law mau disahkan yang ruga adalah pekerja yang gajinya pas2an ini akan membuat rakyat sengsara mana janjinya tiga kartu saktinya hanya omdo hati2 nanti puluhan juta rakyat menuntut di akherat kalau janji tidak dipenuhi,255,0
"rakyat mulai banyak yg berfikir, hampir semua lapisan masyarakat sdh muak sama org model elo bud Dari mulai yg ulama sampe yg ga punya agama udh muak melihat polah elu dan kawan2 elu bud....",disgust,190,rakyat mulai banyak yang berfikir hampir semua lapisan masyarakat sudah muak sama orang model kamu bud dari mulai yang ulama sampai yang tidak punya agama sudah muak melihat polah elu dan kawan2 elu bud,202,1
Hahaa duh tomtom jadi malu wkwkw,sadness,32,hahaa duh tomtom jadi malu wkwkw,32,4
kucing aku ni kan.... terkejut mak tetiba rasa ada bebulu bulu,surprise,62,kucing saya ni kan terkejut mak tetiba rasa ada bebulu bulu,59,5
"Wkwkwkwk gak dua kali aku, sumpah gugup jadinya???",joy,50,wkwkwkwk tidak dua kali aku sumpah gugup jadinya,48,3
hmmm jangan tertipu. gambar sekarang semua atas pinggang &amp; gambar sedang berdiri.,surprise,85,hmm jangan tertipu gambar sekarang semua atas pinggang amp gambar sedang berdiri,80,5
Tadi tetibe tgh baring aku rasa dlm perut aku mcm ada baby kick. Fuhh nasib rasa sekaki kalau 2 kali atau lebih aku pon terkejut,surprise,128,tadi tetibe tgh baring saya rasa dlm perut saya mcm ada baby kick fuhh nasib rasa sekaki kalau 2 kali atau lebih saya pon terkejut,130,5
I'm sick of ayam already. No ayam untuk minggu ni. Sis is muak.,disgust,63,i'm sick of ayam already no ayam untuk minggu ni sis is muak,60,1
"better use dilema instead of kedilemaan. opo gak puas awakmu mencipta kata membersamai yg bikin kupingku risih, ha?",disgust,115,better use dilema instead of kedilemaan opo tidak puas awakmu mencipta kata membersamai yang bikin kupingku risih ha,116,1
"Bener. Ada temenku yg bagiku udah berubah. Gak kayak dulu, awalnya sedih, kezel, kecewa, tp ya mau gimana, masa dipaksa sama terus kan gak mgkn. Pdhl bs jd aku jg udh beda di mata mereka",sadness,186,bener ada temenku yang bagiku sudah berubah tidak seperti dulu awalnya sedih kezel kecewa tapi ya mau gimana masa dipaksa sama terus kan tidak mgkn pdhl bisa jadi saya juga sudah beda di mata mereka,198,4
"Gua tambahin lagi nih yg versi bahasa Inggrisnya, biar bisa dibaca langsung oleh Asli gua muak dgn semua kebohongan yg mengatakan bhw negara ini sangat toleran.",disgust,160,gua tambahin lagi nih yang versi bahasa inggrisnya supaya bisa dibaca langsung oleh asli gua muak dengan semua kebohongan yang mengatakan bhw negara ini sangat toleran,167,1
Tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain,anger,85,tapi ternyata diamku membuat semuanya bertanya2 bahkan membuat tersinggung orang lain,85,0
"Aku yg pribumi dukung pakde Jokowi juga makin enak skrg, lebih baik hidup ku karena setiap tahun ada peningkatan kehidupan. Elu doang yg sengsara lalu bandingin sama cina sgala.. Makanya bersyukur sama Tuhan spy hidup lebih nikmat",anger,230,saya yang pribumi dukung pakde jokowi juga makin enak skrg lebih baik hidup ku karena setiap tahun ada peningkatan kehidupan elu doang yang sengsara lalu bandingin sama cina sgala makanya bersyukur sama tuhan supaya hidup lebih nikmat,234,0
semangat yaa!! jangan gugup dan omongin baik-baik juga jujur oke!,fear,65,semangat yaa jangan gugup dan omongin baik-baik juga jujur oke,62,2
Ahhh i feel you. Kadang2 penat berdebat dengan orang macam ni :'),disgust,65,ahh i feel you kadang2 penat berdebat dengan orang macam ni ',61,1
Masih ngeri liat chorona,fear,24,masih ngeri liat chorona,24,2
Gak. Jijik punya temen yg muka nya kek difoto yg kanan itu.,disgust,59,gak jijik punya temen yang muka nya kek difoto yang kanan itu,61,1
wah belom liat muka gue lagi murka hahahaha,joy,43,wah belom liat muka saya lagi murka hahahaha,44,3
Makanya udah muak sama laki laki,disgust,32,makanya sudah muak sama laki laki,33,1
Yang membuat aku semakin heran kenapa aparat penegak hukum semuanya diam ya,surprise,75,yang membuat saya semakin heran kenapa aparat penegak hukum semuanya diam ya,76,5
"Adegan ini lucu plus bikin suka nyanyi suka memaksa cinta ,,aku tertipu aku terjebak , hahaha ,, gerakannya pas sama lagunya dan lucu .. Hastag nya",surprise,147,adegan ini lucu plus bikin suka nyanyi suka memaksa cinta aku tertipu saya terjebak hahaha gerakannya pas sama lagunya dan lucu hastag nya,138,5
sedih bgt murka liat nya,anger,24,sedih banget murka liat nya,27,0
Ah jangan kenal. Malu maluin ajj,anger,32,ah jangan kenal malu maluin ajj,31,0
Aku bangga memiliki kalian..,joy,28,saya bangga memiliki kalian,27,3
Mindset taknak muntah jelah. Penat ah nak muntah bagai orang dahla penat dah,disgust,76,mindset taknak muntah jelah penat ah nak muntah bagai orang dahla penat sudah,77,1
Benci gw setiap wat nyanyi pasti di akhir lirik matanya natap si tine.. ckckck Beruntung bgt lu tineeeee,anger,104,benci saya setiap wat nyanyi pasti di akhir lirik matanya natap si tine ckckck beruntung banget kamu tinee,106,0
"Kalau social media heboh pasal AIDS dan STD dan tanam ketakutan kematian dan murka pencipta, mungkin org tk sokong pengamal LGBT. Pftt",anger,134,kalau social media heboh pasal aids dan std dan tanam ketakutan kematian dan murka pencipta mungkin orang tk sokong pengamal lgbt pftt,134,0
Aku juga senang,joy,15,saya juga senang,16,3
"TERSINGGUNG AKU, KALIAN GATAU BETAPA ENAKNYA BUBUR DIADUK",anger,57,tersinggung aku kalian gatau betapa enaknya bubur diaduk,56,0
Wah ngeri mas . Malah samaoyo grantes keno kuwi,fear,47,wah ngeri mas malah samaoyo grantes keno itu,44,2
sekumpulan pria duduk bersila.. tangan menengadah penuh duka.. riuh mulut lantunkan syairNya.. agar harap segera tercipta..,sadness,123,sekumpulan pria duduk bersila tangan menengadah penuh duka riuh mulut lantunkan syairnya agar harap segera tercipta,115,4
"Suka heran kenapa aing kalo pagi , jogging pake baju sport , sepatu , bandana , terus keringetan ngucur ke muka . Keren banget ya Allah",surprise,135,suka heran kenapa aing kalau pagi jogging pake baju sport sepatu bandana terus keringetan ngucur ke muka keren banget ya allah,126,5
Jijik lah plastik item daur ulang yang ke berapa kalinya itu Pen kena kanker apa? Kantong keresek..,disgust,99,jijik lah plastik item daur ulang yang ke berapa kalinya itu pen kena kanker apa kantong keresek,96,1
"di kolom repnya kayak 'diserang' gitu ih, sedih juga ngeliatnya takut oknum yg bersangkutannya 'risih' gt. its her job, guys. coba jangan berlebihan",disgust,148,di kolom repnya seperti 'diserang' gitu ih sedih juga ngeliatnya takut oknum yang bersangkutannya 'risih' gt its her job guys coba jangan berlebihan,148,1
Ngantuk banget demi mau merem takut kuliah onlen ke skip lagi,fear,61,ngantuk banget demi mau merem takut kuliah onlen ke skip lagi,61,2
lebih baik diyam kalian yaaa atau saya murka,anger,44,lebih baik diyam kalian yaa atau saya murka,43,0
makan hati la penat baru habis shift 11 tadi nasib manager aku bagi balik awal.. fuh kecut jari lemah lutut aku sejam cuci pinggan kotoq,disgust,136,makan hati la penat baru habis shift 11 tadi nasib manager saya bagi balik awal fuh kecut jari lemah lutut saya sejam cuci pinggan kotoq,136,1
Risih sebenernya lama - lama gw digituin. Siapa sih yg gamau punya badan ideal. Toh gw juga usaha kadang gw banyak makan kadang dikit kalau lg ga nafsu. Orang kurus juga sama kek orang gendut butuh effort.,disgust,205,risih sebenernya lama - lama saya digituin siapa sih yang gamau punya badan ideal toh saya juga usaha kadang saya banyak makan kadang dikit kalau lg tidak nafsu orang kurus juga sama kek orang gendut butuh effort,212,1
gue sangat bangga dengan tangan nya ):,joy,38,saya sangat bangga dengan tangan nya,36,3
"Percuma kalian ngejelekin satu sama lain di depan saya, buat apa sih? Toh nggak bakal terpengaruh, bakalan aku pantau sambil ngeteh nggak perlu lah sampe bilang ini itu, risih dengernya.",disgust,186,percuma kalian ngejelekin satu sama lain di depan saya buat apa sih toh tidak bakal terpengaruh bakalan saya pantau sambil ngeteh tidak perlu lah sampai bilang ini itu risih dengernya,183,1
Geuleuh brand lokal harga muak,disgust,30,geuleuh brand lokal harga muak,30,1
ngapain pake muak suami aku maksutnya.,disgust,38,ngapain pake muak suami saya maksutnya,38,1
"Kalo cantik mah cantik aja ka suka merendah dah, heran",surprise,54,kalau cantik mah cantik aja ka suka merendah dah heran,54,5
"Lain klai jgn msuk capoq bla kmi tuit sesama sndiri. Aku dpat 25k, yg lain depa dpat 26k sehari. Aku hrap hang puas hati, jgn jeles tau. Mcam hng dpat sekupang shari dn tk boleh pakai baju teluk belanga ngan sluaq hitam. Aku tk dk problem nk pakai apa pun. Hg ni Bahlol dn bengap.",joy,280,lain klai jgn msuk capoq bla kmi tuit sesama sndiri saya dapat 25k yang lain depa dapat 26k sehari saya hrap hang puas hati jgn jeles tau mcam hng dapat sekupang shari dn tk boleh pakai baju teluk belanga ngan sluaq hitam saya tk dk problem nk pakai apa pun hg ni bahlol dn bengap,280,3
"Dan silent moment happened. Awkward gilaa sumpah. Tapi acah2 lah berlakon tak kenal each other cehhh. Tapi bab terkejut tu memang tak boleh nak cover. Fuhh tenang kan diri jap dengan pandang orang kiri kanan. Dia pun amik pemadam, cuci dekat cip tu. ""Cip ni kotor ni"" kata beliau",surprise,279,dan silent moment happened awkward gilaa sumpah tapi acah2 lah berlakon tidak kenal each other cehh tapi bab terkejut tu memang tidak boleh nak cover fuhh tenang kan diri jap dengan pandang orang kiri kanan dia pun amik pemadam cuci dekat cip tu cip ni kotor ni kata beliau,273,5
"paling benci film sejenis human centipede, final destination, dkk bikin mual",anger,76,paling benci film sejenis human centipede final destination dkk bikin mual,74,0
Iya atau jijik ini?,disgust,19,iya atau jijik ini,18,1
"finally aku jumpa pasal loca b ni,terkejut siot tengok dia post kat story ig",surprise,76,finally saya jumpa pasal loca b ni terkejut siot tengok dia post kat story ig,77,5
Ngeri leher km patah ih hehe,fear,28,ngeri leher km patah ih haha,28,2
"""Ooh, kita perlu kecewa Untuk tahu bahagia Bukankah luka menjadikan Kita saling menguatkan """,sadness,92,ooh kita perlu kecewa untuk tahu bahagia bukankah luka menjadikan kita saling menguatkan,88,4
"tah mending nu kieu, lain teu nyuport ka brand local justru saya bangga. tp mun harga na teu eling mah da kumaha atuh",joy,117,tah mending nu kieu lain teu nyuport ka brand local justru saya bangga tapi mun harga na teu eling mah da kumaha atuh,117,3
Terima kasih ya allah kerana rezekikkan daku dgn anak2 solehah permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dlm mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya allah. Syukur,joy,269,terima kasih ya allah kerana rezekikkan daku dengan anak2 solehah permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dlm mghadapi segala urusan dengan tenang dan sabar limpahkanlah hidayahmu kasih sygmu kepada mereka ya allah syukur,276,3
"Hiliiiih liat tetangga masih aja itu until untilan, kapan berakhirnya siih? Muak aing eeuy",disgust,90,hiliih liat tetangga masih aja itu until untilan kapan berakhirnya siih muak aing eeuy,86,1
tertipu kamu bgst,anger,17,tertipu kamu bgst,17,0
Takut pada risih buat ngejebe put,disgust,33,takut pada risih buat ngejebe put,33,1
"Bikin stres, tp nagih. Heran.",surprise,29,bikin stres tapi nagih heran,28,5
dia punya appreciate member tu uiyo i is proud... that is what we call healthy friendship is... pernah tu aku cakap nak pinjam rm4 hahaha guess what dia yang bukan siapa2 tu yang aku tak kisah pun pasal dia tapi paling gelabah nak bagi. terkejut jugak aku ni.,joy,259,dia punya appreciate member tu uiyo i is proud that is what we call healthy friendship is pernah tu saya cakap nak pinjam rm4 hahaha guess what dia yang bukan siapa2 tu yang saya tidak kisah pun pasal dia tapi paling gelabah nak bagi terkejut jugak saya ni,256,3
Takutt wkwk,fear,11,takutt haha,11,2
pagi lagi dah menitik air mata tengok hi bye mama ni weh. kisah hantu dia semua sedih,sadness,85,pagi lagi sudah menitik air mata tengok hi bye mama ni weh kisah hantu dia semua sedih,86,4
"Filem ini memberi range emosi yang besar, daripada gembira, sedih, kecewa; penonton akan merasa semua ini bersama-sama filem ini.",sadness,129,filem ini memberi range emosi yang besar daripada gembira sedih kecewa penonton akan merasa semua ini bersama-sama filem ini,124,4
"Halah mba, lo kalo ngeliat orang sange juga jijik jangan gitu lah, jgn munafik, gue tuh dah nebak bgt ini pola pikir lo asli KWOAWKSKSKSKSK",anger,139,halah mba kamu kalau ngeliat orang sange juga jijik jangan gitu lah jgn munafik saya tuh sudah nebak banget ini pola pikir kamu asli kwoawksksksksk,147,0
